transaction_id,reason
TX-2026063587,doublon_strict
TX-2026004293,doublon_strict
TX-2026069102,doublon_strict
TX-2026086411,doublon_strict
TX-2026099476,doublon_strict
TX-2026053929,doublon_strict
TX-2026087070,doublon_strict
TX-2026065083,doublon_strict
TX-2026030712,doublon_strict
TX-2026049182,doublon_strict
TX-2026057234,doublon_strict
TX-2026015663,doublon_strict
TX-2026019966,doublon_strict
TX-2026091912,doublon_strict
TX-2026091957,doublon_strict
TX-2026081346,doublon_strict
TX-2026055325,doublon_strict
TX-2026029857,doublon_strict
TX-2026071222,doublon_strict
TX-2026052458,doublon_strict
TX-2026088345,doublon_strict
TX-2026082363,doublon_strict
TX-2026065349,doublon_strict
TX-2026059649,doublon_strict
TX-2026044952,doublon_strict
TX-2026039525,doublon_strict
TX-2026013935,doublon_strict
TX-2026093780,doublon_strict
TX-2026089884,doublon_strict
TX-2026081143,doublon_strict
TX-2026095799,doublon_strict
TX-2026089404,doublon_strict
TX-2026055223,doublon_strict
TX-2026073645,doublon_strict
TX-2026066293,doublon_strict
TX-2026065539,doublon_strict
TX-2026028110,doublon_strict
TX-2026041928,doublon_strict
TX-2026086546,doublon_strict
TX-2026082585,doublon_strict
TX-2026038603,doublon_strict
TX-2026091657,doublon_strict
TX-2026062786,doublon_strict
TX-2026084340,doublon_strict
TX-2026039874,doublon_strict
TX-2026078468,doublon_strict
TX-2026031631,doublon_strict
TX-2026014952,doublon_strict
TX-2026039331,doublon_strict
TX-2026048587,doublon_strict
TX-2026083594,doublon_strict
TX-2026041487,doublon_strict
TX-2026039627,doublon_strict
TX-2026087894,doublon_strict
TX-2026026303,doublon_strict
TX-2026067403,doublon_strict
TX-2026098084,doublon_strict
TX-2026095601,doublon_strict
TX-2026005019,doublon_strict
TX-2026005223,doublon_strict
TX-2026015780,doublon_strict
TX-2026045556,doublon_strict
TX-2026012896,doublon_strict
TX-2026034304,doublon_strict
TX-2026093322,doublon_strict
TX-2026005324,doublon_strict
TX-2026052925,doublon_strict
TX-2026062864,doublon_strict
TX-2026008018,doublon_strict
TX-2026082944,doublon_strict
TX-2026090376,doublon_strict
TX-2026041720,doublon_strict
TX-2026000866,doublon_strict
TX-2026098443,doublon_strict
TX-2026083039,doublon_strict
TX-2026013924,doublon_strict
TX-2026079892,doublon_strict
TX-2026031183,doublon_strict
TX-2026013799,doublon_strict
TX-2026040988,doublon_strict
TX-2026066733,doublon_strict
TX-2026078330,doublon_strict
TX-2026024378,doublon_strict
TX-2026023414,doublon_strict
TX-2026097559,doublon_strict
TX-2026022992,doublon_strict
TX-2026003231,doublon_strict
TX-2026041995,doublon_strict
TX-2026049187,doublon_strict
TX-2026022514,doublon_strict
TX-2026021325,doublon_strict
TX-2026086233,doublon_strict
TX-2026088126,doublon_strict
TX-2026029823,doublon_strict
TX-2026092484,doublon_strict
TX-2026068424,doublon_strict
TX-2026064483,doublon_strict
TX-2026051019,doublon_strict
TX-2026026753,doublon_strict
TX-2026049963,doublon_strict
TX-2026042731,doublon_strict
TX-2026029056,doublon_strict
TX-2026055317,doublon_strict
TX-2026035496,doublon_strict
TX-2026056337,doublon_strict
TX-2026079277,doublon_strict
TX-2026005464,doublon_strict
TX-2026070155,doublon_strict
TX-2026070669,doublon_strict
TX-2026056013,doublon_strict
TX-2026012085,doublon_strict
TX-2026056818,doublon_strict
TX-2026020000,doublon_strict
TX-2026069066,doublon_strict
TX-2026050452,doublon_strict
TX-2026090709,doublon_strict
TX-2026052884,doublon_strict
TX-2026030963,doublon_strict
TX-2026034573,doublon_strict
TX-2026015294,doublon_strict
TX-2026027918,doublon_strict
TX-2026046120,doublon_strict
TX-2026035073,doublon_strict
TX-2026010550,doublon_strict
TX-2026091127,doublon_strict
TX-2026000690,doublon_strict
TX-2026077729,doublon_strict
TX-2026036096,doublon_strict
TX-2026065351,doublon_strict
TX-2026011040,doublon_strict
TX-2026004221,doublon_strict
TX-2026000821,doublon_strict
TX-2026038128,doublon_strict
TX-2026089151,doublon_strict
TX-2026029231,doublon_strict
TX-2026050556,doublon_strict
TX-2026033684,doublon_strict
TX-2026058753,doublon_strict
TX-2026027022,doublon_strict
TX-2026036905,doublon_strict
TX-2026000270,doublon_strict
TX-2026008866,doublon_strict
TX-2026015006,doublon_strict
TX-2026004688,doublon_strict
TX-2026081995,doublon_strict
TX-2026084372,doublon_strict
TX-2026002514,doublon_strict
TX-2026036399,doublon_strict
TX-2026038868,doublon_strict
TX-2026058244,doublon_strict
TX-2026030409,doublon_strict
TX-2026054794,doublon_strict
TX-2026019263,doublon_strict
TX-2026083909,doublon_strict
TX-2026026973,doublon_strict
TX-2026007129,doublon_strict
TX-2026007144,doublon_strict
TX-2026045465,doublon_strict
TX-2026001966,doublon_strict
TX-2026015152,doublon_strict
TX-2026019113,doublon_strict
TX-2026076206,doublon_strict
TX-2026032141,doublon_strict
TX-2026021934,doublon_strict
TX-2026040359,doublon_strict
TX-2026053841,doublon_strict
TX-2026009162,doublon_strict
TX-2026087843,doublon_strict
TX-2026037629,doublon_strict
TX-2026083304,doublon_strict
TX-2026066269,doublon_strict
TX-2026034653,doublon_strict
TX-2026041962,doublon_strict
TX-2026039590,doublon_strict
TX-2026081035,doublon_strict
TX-2026010980,doublon_strict
TX-2026056299,doublon_strict
TX-2026061548,doublon_strict
TX-2026088400,doublon_strict
TX-2026044323,doublon_strict
TX-2026055207,doublon_strict
TX-2026053527,doublon_strict
TX-2026026970,doublon_strict
TX-2026073217,doublon_strict
TX-2026065890,doublon_strict
TX-2026042221,doublon_strict
TX-2026097865,doublon_strict
TX-2026012250,doublon_strict
TX-2026069436,doublon_strict
TX-2026038432,doublon_strict
TX-2026040889,doublon_strict
TX-2026030998,doublon_strict
TX-2026056145,doublon_strict
TX-2026095413,doublon_strict
TX-2026022155,doublon_strict
TX-2026017613,doublon_strict
TX-2026056443,doublon_strict
TX-2026098399,doublon_strict
TX-2026024052,doublon_strict
TX-2026050242,doublon_strict
TX-2026058998,doublon_strict
TX-2026031344,doublon_strict
TX-2026061241,doublon_strict
TX-2026092529,doublon_strict
TX-2026080828,doublon_strict
TX-2026051725,doublon_strict
TX-2026033879,doublon_strict
TX-2026083006,doublon_strict
TX-2026073908,doublon_strict
TX-2026067246,doublon_strict
TX-2026088807,doublon_strict
TX-2026013121,doublon_strict
TX-2026008257,doublon_strict
TX-2026093380,doublon_strict
TX-2026013914,doublon_strict
TX-2026030902,doublon_strict
TX-2026072858,doublon_strict
TX-2026020292,doublon_strict
TX-2026058170,doublon_strict
TX-2026020949,doublon_strict
TX-2026036694,doublon_strict
TX-2026008525,doublon_strict
TX-2026078271,doublon_strict
TX-2026077402,doublon_strict
TX-2026077651,doublon_strict
TX-2026099836,doublon_strict
TX-2026092271,doublon_strict
TX-2026029775,doublon_strict
TX-2026034807,doublon_strict
TX-2026016885,doublon_strict
TX-2026049983,doublon_strict
TX-2026062614,doublon_strict
TX-2026014228,doublon_strict
TX-2026052176,doublon_strict
TX-2026008028,doublon_strict
TX-2026028921,doublon_strict
TX-2026069419,doublon_strict
TX-2026070811,doublon_strict
TX-2026034363,doublon_strict
TX-2026043203,doublon_strict
TX-2026036794,doublon_strict
TX-2026097026,doublon_strict
TX-2026063342,doublon_strict
TX-2026036955,doublon_strict
TX-2026069228,doublon_strict
TX-2026009423,doublon_strict
TX-2026086000,doublon_strict
TX-2026016958,doublon_strict
TX-2026021614,doublon_strict
TX-2026061461,doublon_strict
TX-2026061773,doublon_strict
TX-2026086801,doublon_strict
TX-2026067502,doublon_strict
TX-2026079370,doublon_strict
TX-2026034496,doublon_strict
TX-2026043008,doublon_strict
TX-2026091597,doublon_strict
TX-2026075438,doublon_strict
TX-2026029719,doublon_strict
TX-2026038606,doublon_strict
TX-2026077126,doublon_strict
TX-2026097087,doublon_strict
TX-2026024626,doublon_strict
TX-2026061814,doublon_strict
TX-2026069755,doublon_strict
TX-2026011930,doublon_strict
TX-2026016160,doublon_strict
TX-2026047439,doublon_strict
TX-2026034605,doublon_strict
TX-2026014106,doublon_strict
TX-2026090650,doublon_strict
TX-2026098434,doublon_strict
TX-2026017502,doublon_strict
TX-2026063485,doublon_strict
TX-2026033075,doublon_strict
TX-2026079808,doublon_strict
TX-2026090790,doublon_strict
TX-2026093364,doublon_strict
TX-2026018292,doublon_strict
TX-2026043849,doublon_strict
TX-2026035067,doublon_strict
TX-2026061392,doublon_strict
TX-2026027381,doublon_strict
TX-2026085413,doublon_strict
TX-2026013797,doublon_strict
TX-2026001728,doublon_strict
TX-2026066100,doublon_strict
TX-2026007677,doublon_strict
TX-2026073314,doublon_strict
TX-2026069695,doublon_strict
TX-2026005438,doublon_strict
TX-2026073380,doublon_strict
TX-2026034590,doublon_strict
TX-2026008452,doublon_strict
TX-2026006234,doublon_strict
TX-2026056579,doublon_strict
TX-2026044068,doublon_strict
TX-2026073661,doublon_strict
TX-2026018241,doublon_strict
TX-2026072559,doublon_strict
TX-2026011372,doublon_strict
TX-2026053067,doublon_strict
TX-2026054396,doublon_strict
TX-2026060743,doublon_strict
TX-2026004232,doublon_strict
TX-2026066149,doublon_strict
TX-2026000226,doublon_strict
TX-2026038050,doublon_strict
TX-2026075830,doublon_strict
TX-2026011712,doublon_strict
TX-2026089798,doublon_strict
TX-2026084721,doublon_strict
TX-2026011650,doublon_strict
TX-2026063792,doublon_strict
TX-2026018331,doublon_strict
TX-2026059464,doublon_strict
TX-2026031838,doublon_strict
TX-2026035887,doublon_strict
TX-2026070557,doublon_strict
TX-2026068841,doublon_strict
TX-2026044299,doublon_strict
TX-2026039431,doublon_strict
TX-2026071757,doublon_strict
TX-2026051266,doublon_strict
TX-2026049808,doublon_strict
TX-2026086688,doublon_strict
TX-2026061004,doublon_strict
TX-2026060770,doublon_strict
TX-2026000087,doublon_strict
TX-2026077203,doublon_strict
TX-2026051987,doublon_strict
TX-2026082149,doublon_strict
TX-2026043733,doublon_strict
TX-2026095181,doublon_strict
TX-2026088476,doublon_strict
TX-2026062005,doublon_strict
TX-2026030883,doublon_strict
TX-2026050766,doublon_strict
TX-2026074955,doublon_strict
TX-2026012750,doublon_strict
TX-2026036506,doublon_strict
TX-2026009937,doublon_strict
TX-2026018373,doublon_strict
TX-2026092220,doublon_strict
TX-2026090729,doublon_strict
TX-2026012396,doublon_strict
TX-2026094921,doublon_strict
TX-2026033801,doublon_strict
TX-2026001230,doublon_strict
TX-2026020334,doublon_strict
TX-2026078043,doublon_strict
TX-2026040350,doublon_strict
TX-2026050862,doublon_strict
TX-2026065409,doublon_strict
TX-2026098465,doublon_strict
TX-2026083942,doublon_strict
TX-2026035640,doublon_strict
TX-2026076609,doublon_strict
TX-2026001045,doublon_strict
TX-2026097795,doublon_strict
TX-2026005937,doublon_strict
TX-2026057687,doublon_strict
TX-2026007895,doublon_strict
TX-2026087484,doublon_strict
TX-2026017570,doublon_strict
TX-2026053064,doublon_strict
TX-2026011141,doublon_strict
TX-2026096936,doublon_strict
TX-2026050490,doublon_strict
TX-2026033222,doublon_strict
TX-2026082506,doublon_strict
TX-2026036296,doublon_strict
TX-2026067924,doublon_strict
TX-2026094404,doublon_strict
TX-2026084992,doublon_strict
TX-2026062122,doublon_strict
TX-2026065743,doublon_strict
TX-2026040246,doublon_strict
TX-2026016361,doublon_strict
TX-2026055938,doublon_strict
TX-2026028674,doublon_strict
TX-2026023957,doublon_strict
TX-2026007858,doublon_strict
TX-2026094212,doublon_strict
TX-2026063351,doublon_strict
TX-2026050198,doublon_strict
TX-2026055238,doublon_strict
TX-2026098340,doublon_strict
TX-2026013705,doublon_strict
TX-2026013579,doublon_strict
TX-2026034570,doublon_strict
TX-2026093621,doublon_strict
TX-2026002104,doublon_strict
TX-2026074360,doublon_strict
TX-2026085888,doublon_strict
TX-2026099906,doublon_strict
TX-2026056429,doublon_strict
TX-2026086502,doublon_strict
TX-2026012469,doublon_strict
TX-2026014778,doublon_strict
TX-2026027543,doublon_strict
TX-2026097976,doublon_strict
TX-2026046122,doublon_strict
TX-2026049368,doublon_strict
TX-2026001332,doublon_strict
TX-2026002360,doublon_strict
TX-2026082417,doublon_strict
TX-2026045148,doublon_strict
TX-2026007841,doublon_strict
TX-2026086290,doublon_strict
TX-2026036034,doublon_strict
TX-2026018145,doublon_strict
TX-2026070745,doublon_strict
TX-2026078803,doublon_strict
TX-2026094235,doublon_strict
TX-2026052490,doublon_strict
TX-2026088894,doublon_strict
TX-2026059268,doublon_strict
TX-2026019662,doublon_strict
TX-2026049825,doublon_strict
TX-2026001322,doublon_strict
TX-2026037623,doublon_strict
TX-2026020086,doublon_strict
TX-2026088365,doublon_strict
TX-2026092895,doublon_strict
TX-2026069587,doublon_strict
TX-2026026586,doublon_strict
TX-2026039878,doublon_strict
TX-2026075298,doublon_strict
TX-2026053978,doublon_strict
TX-2026049673,doublon_strict
TX-2026075961,doublon_strict
TX-2026025355,doublon_strict
TX-2026027733,doublon_strict
TX-2026018005,doublon_strict
TX-2026022672,doublon_strict
TX-2026050380,doublon_strict
TX-2026059038,doublon_strict
TX-2026043444,doublon_strict
TX-2026002280,doublon_strict
TX-2026077964,doublon_strict
TX-2026096125,doublon_strict
TX-2026077647,doublon_strict
TX-2026031431,doublon_strict
TX-2026031922,doublon_strict
TX-2026015808,doublon_strict
TX-2026085541,doublon_strict
TX-2026015495,doublon_strict
TX-2026077431,doublon_strict
TX-2026057936,doublon_strict
TX-2026018949,doublon_strict
TX-2026022583,doublon_strict
TX-2026006748,doublon_strict
TX-2026080573,doublon_strict
TX-2026053070,doublon_strict
TX-2026001402,doublon_strict
TX-2026037781,doublon_strict
TX-2026064679,doublon_strict
TX-2026079960,doublon_strict
TX-2026023787,doublon_strict
TX-2026030418,doublon_strict
TX-2026059034,doublon_strict
TX-2026020330,doublon_strict
TX-2026095652,doublon_strict
TX-2026000883,doublon_strict
TX-2026041515,doublon_strict
TX-2026014038,doublon_strict
TX-2026044969,doublon_strict
TX-2026032865,doublon_strict
TX-2026079368,doublon_strict
TX-2026003253,doublon_strict
TX-2026002937,doublon_strict
TX-2026036838,doublon_strict
TX-2026025039,doublon_strict
TX-2026023394,doublon_strict
TX-2026081992,doublon_strict
TX-2026056293,doublon_strict
TX-2026001318,doublon_strict
TX-2026095284,doublon_strict
TX-2026032592,doublon_strict
TX-2026086253,doublon_strict
TX-2026079994,doublon_strict
TX-2026063780,doublon_strict
TX-2026037108,doublon_strict
TX-2026001349,doublon_strict
TX-2026004790,doublon_strict
TX-2026096594,doublon_strict
TX-2026087444,doublon_strict
TX-2026087607,doublon_strict
TX-2026084333,doublon_strict
TX-2026058134,doublon_strict
TX-2026018634,doublon_strict
TX-2026003393,doublon_strict
TX-2026072228,doublon_strict
TX-2026037587,doublon_strict
TX-2026011446,doublon_strict
TX-2026092168,doublon_strict
TX-2026033054,doublon_strict
TX-2026093268,doublon_strict
TX-2026059808,doublon_strict
TX-2026061577,doublon_strict
TX-2026049660,doublon_strict
TX-2026011060,doublon_strict
TX-2026001550,doublon_strict
TX-2026080750,doublon_strict
TX-2026004510,doublon_strict
TX-2026026438,doublon_strict
TX-2026086708,doublon_strict
TX-2026083003,doublon_strict
TX-2026080166,doublon_strict
TX-2026048078,doublon_strict
TX-2026016301,doublon_strict
TX-2026017494,doublon_strict
TX-2026085698,doublon_strict
TX-2026061705,doublon_strict
TX-2026049148,doublon_strict
TX-2026070172,doublon_strict
TX-2026096222,doublon_strict
TX-2026052412,doublon_strict
TX-2026097493,doublon_strict
TX-2026009093,doublon_strict
TX-2026006267,doublon_strict
TX-2026081823,doublon_strict
TX-2026040203,doublon_strict
TX-2026069325,doublon_strict
TX-2026057862,doublon_strict
TX-2026052991,doublon_strict
TX-2026089245,doublon_strict
TX-2026026873,doublon_strict
TX-2026062596,doublon_strict
TX-2026047745,doublon_strict
TX-2026040990,doublon_strict
TX-2026013928,doublon_strict
TX-2026094953,doublon_strict
TX-2026018742,doublon_strict
TX-2026001057,doublon_strict
TX-2026004337,doublon_strict
TX-2026034170,doublon_strict
TX-2026096505,doublon_strict
TX-2026002029,doublon_strict
TX-2026001430,doublon_strict
TX-2026035083,doublon_strict
TX-2026033931,doublon_strict
TX-2026055375,doublon_strict
TX-2026022824,doublon_strict
TX-2026073646,doublon_strict
TX-2026025269,doublon_strict
TX-2026064034,doublon_strict
TX-2026014805,doublon_strict
TX-2026060297,doublon_strict
TX-2026050078,doublon_strict
TX-2026031591,doublon_strict
TX-2026000585,doublon_strict
TX-2026036904,doublon_strict
TX-2026021332,doublon_strict
TX-2026039456,doublon_strict
TX-2026012533,doublon_strict
TX-2026040815,doublon_strict
TX-2026068316,doublon_strict
TX-2026042917,doublon_strict
TX-2026005215,doublon_strict
TX-2026083012,doublon_strict
TX-2026040199,doublon_strict
TX-2026064273,doublon_strict
TX-2026088543,doublon_strict
TX-2026000833,doublon_strict
TX-2026041272,doublon_strict
TX-2026079342,doublon_strict
TX-2026035015,doublon_strict
TX-2026066702,doublon_strict
TX-2026065643,doublon_strict
TX-2026018485,doublon_strict
TX-2026033333,doublon_strict
TX-2026013551,doublon_strict
TX-2026095260,doublon_strict
TX-2026017672,doublon_strict
TX-2026023145,doublon_strict
TX-2026061129,doublon_strict
TX-2026069840,doublon_strict
TX-2026096986,doublon_strict
TX-2026035753,doublon_strict
TX-2026033459,doublon_strict
TX-2026014268,doublon_strict
TX-2026022186,doublon_strict
TX-2026015022,doublon_strict
TX-2026011968,doublon_strict
TX-2026028565,doublon_strict
TX-2026025841,doublon_strict
TX-2026000278,doublon_strict
TX-2026076182,doublon_strict
TX-2026006148,doublon_strict
TX-2026061296,doublon_strict
TX-2026077959,doublon_strict
TX-2026014149,doublon_strict
TX-2026047139,doublon_strict
TX-2026029517,doublon_strict
TX-2026010049,doublon_strict
TX-2026053345,doublon_strict
TX-2026075309,doublon_strict
TX-2026020612,doublon_strict
TX-2026034286,doublon_strict
TX-2026059396,doublon_strict
TX-2026038720,doublon_strict
TX-2026031120,doublon_strict
TX-2026046499,doublon_strict
TX-2026031418,doublon_strict
TX-2026001572,doublon_strict
TX-2026078056,doublon_strict
TX-2026053083,doublon_strict
TX-2026027805,doublon_strict
TX-2026096810,doublon_strict
TX-2026097649,doublon_strict
TX-2026015842,doublon_strict
TX-2026052852,doublon_strict
TX-2026050137,doublon_strict
TX-2026027537,doublon_strict
TX-2026011855,doublon_strict
TX-2026041093,doublon_strict
TX-2026040941,doublon_strict
TX-2026078212,doublon_strict
TX-2026070851,doublon_strict
TX-2026085906,doublon_strict
TX-2026070226,doublon_strict
TX-2026017247,doublon_strict
TX-2026091330,doublon_strict
TX-2026074411,doublon_strict
TX-2026013735,doublon_strict
TX-2026075533,doublon_strict
TX-2026019778,doublon_strict
TX-2026008093,doublon_strict
TX-2026092533,doublon_strict
TX-2026082192,doublon_strict
TX-2026067483,doublon_strict
TX-2026046677,doublon_strict
TX-2026074257,doublon_strict
TX-2026054568,doublon_strict
TX-2026061460,doublon_strict
TX-2026031021,doublon_strict
TX-2026002129,doublon_strict
TX-2026095184,doublon_strict
TX-2026011863,doublon_strict
TX-2026055042,doublon_strict
TX-2026014424,doublon_strict
TX-2026052150,doublon_strict
TX-2026009161,doublon_strict
TX-2026042665,doublon_strict
TX-2026007315,doublon_strict
TX-2026002180,doublon_strict
TX-2026067358,doublon_strict
TX-2026009600,doublon_strict
TX-2026035736,doublon_strict
TX-2026030464,doublon_strict
TX-2026010571,doublon_strict
TX-2026085766,doublon_strict
TX-2026006175,doublon_strict
TX-2026031196,doublon_strict
TX-2026077457,doublon_strict
TX-2026001221,doublon_strict
TX-2026074448,doublon_strict
TX-2026037037,doublon_strict
TX-2026016290,doublon_strict
TX-2026025452,doublon_strict
TX-2026033562,doublon_strict
TX-2026000655,doublon_strict
TX-2026043383,doublon_strict
TX-2026064832,doublon_strict
TX-2026037691,doublon_strict
TX-2026050194,doublon_strict
TX-2026064797,doublon_strict
TX-2026034272,doublon_strict
TX-2026004050,doublon_strict
TX-2026087071,doublon_strict
TX-2026081772,doublon_strict
TX-2026070996,doublon_strict
TX-2026004367,doublon_strict
TX-2026056345,doublon_strict
TX-2026045917,doublon_strict
TX-2026046368,doublon_strict
TX-2026090889,doublon_strict
TX-2026005073,doublon_strict
TX-2026035990,doublon_strict
TX-2026010501,doublon_strict
TX-2026055929,doublon_strict
TX-2026011014,doublon_strict
TX-2026080127,doublon_strict
TX-2026040038,doublon_strict
TX-2026069575,doublon_strict
TX-2026008786,doublon_strict
TX-2026060718,doublon_strict
TX-2026055431,doublon_strict
TX-2026095340,doublon_strict
TX-2026019212,doublon_strict
TX-2026094481,doublon_strict
TX-2026041046,doublon_strict
TX-2026003789,doublon_strict
TX-2026090091,doublon_strict
TX-2026058116,doublon_strict
TX-2026022506,doublon_strict
TX-2026017919,doublon_strict
TX-2026096634,doublon_strict
TX-2026008569,doublon_strict
TX-2026088173,doublon_strict
TX-2026045794,doublon_strict
TX-2026073838,doublon_strict
TX-2026015460,doublon_strict
TX-2026008311,doublon_strict
TX-2026064111,doublon_strict
TX-2026009660,doublon_strict
TX-2026000856,doublon_strict
TX-2026057419,doublon_strict
TX-2026040011,doublon_strict
TX-2026021177,doublon_strict
TX-2026085574,doublon_strict
TX-2026022153,doublon_strict
TX-2026066029,doublon_strict
TX-2026011468,doublon_strict
TX-2026065981,doublon_strict
TX-2026037237,doublon_strict
TX-2026072375,doublon_strict
TX-2026083142,doublon_strict
TX-2026020282,doublon_strict
TX-2026012387,doublon_strict
TX-2026029869,doublon_strict
TX-2026078788,doublon_strict
TX-2026069417,doublon_strict
TX-2026010899,doublon_strict
TX-2026022739,doublon_strict
TX-2026001414,doublon_strict
TX-2026030952,doublon_strict
TX-2026056834,doublon_strict
TX-2026038935,doublon_strict
TX-2026032200,doublon_strict
TX-2026068844,doublon_strict
TX-2026045691,doublon_strict
TX-2026072019,doublon_strict
TX-2026080647,doublon_strict
TX-2026020427,doublon_strict
TX-2026011895,doublon_strict
TX-2026004624,doublon_strict
TX-2026029505,doublon_strict
TX-2026012560,doublon_strict
TX-2026038942,doublon_strict
TX-2026069605,doublon_strict
TX-2026000573,doublon_strict
TX-2026084865,doublon_strict
TX-2026051743,doublon_strict
TX-2026074336,doublon_strict
TX-2026086884,doublon_strict
TX-2026036238,doublon_strict
TX-2026050282,doublon_strict
TX-2026007748,doublon_strict
TX-2026045119,doublon_strict
TX-2026099911,doublon_strict
TX-2026073381,doublon_strict
TX-2026060893,doublon_strict
TX-2026076178,doublon_strict
TX-2026079843,doublon_strict
TX-2026086323,doublon_strict
TX-2026098517,doublon_strict
TX-2026076929,doublon_strict
TX-2026017961,doublon_strict
TX-2026064845,doublon_strict
TX-2026028286,doublon_strict
TX-2026016730,doublon_strict
TX-2026067702,doublon_strict
TX-2026081581,doublon_strict
TX-2026002742,doublon_strict
TX-2026091839,doublon_strict
TX-2026051276,doublon_strict
TX-2026010817,doublon_strict
TX-2026013413,doublon_strict
TX-2026004645,doublon_strict
TX-2026024830,doublon_strict
TX-2026051477,doublon_strict
TX-2026060476,doublon_strict
TX-2026009887,doublon_strict
TX-2026077006,doublon_strict
TX-2026080595,doublon_strict
TX-2026072761,doublon_strict
TX-2026097106,doublon_strict
TX-2026053569,doublon_strict
TX-2026015626,doublon_strict
TX-2026098422,doublon_strict
TX-2026038861,doublon_strict
TX-2026024547,doublon_strict
TX-2026078203,doublon_strict
TX-2026044524,doublon_strict
TX-2026000928,doublon_strict
TX-2026030572,doublon_strict
TX-2026002174,doublon_strict
TX-2026063407,doublon_strict
TX-2026015466,doublon_strict
TX-2026021287,doublon_strict
TX-2026068791,doublon_strict
TX-2026064130,doublon_strict
TX-2026042630,doublon_strict
TX-2026048459,doublon_strict
TX-2026008285,doublon_strict
TX-2026056544,doublon_strict
TX-2026036137,doublon_strict
TX-2026073917,doublon_strict
TX-2026056097,doublon_strict
TX-2026025636,doublon_strict
TX-2026059975,doublon_strict
TX-2026063099,doublon_strict
TX-2026056512,doublon_strict
TX-2026068413,doublon_strict
TX-2026024263,doublon_strict
TX-2026060419,doublon_strict
TX-2026053042,doublon_strict
TX-2026092130,doublon_strict
TX-2026062660,doublon_strict
TX-2026024013,doublon_strict
TX-2026012042,doublon_strict
TX-2026049783,doublon_strict
TX-2026076814,doublon_strict
TX-2026015394,doublon_strict
TX-2026073796,doublon_strict
TX-2026050178,doublon_strict
TX-2026094484,doublon_strict
TX-2026000114,doublon_strict
TX-2026060899,doublon_strict
TX-2026059780,doublon_strict
TX-2026062199,doublon_strict
TX-2026076633,doublon_strict
TX-2026037378,doublon_strict
TX-2026006729,doublon_strict
TX-2026005904,doublon_strict
TX-2026065966,doublon_strict
TX-2026014529,doublon_strict
TX-2026065585,doublon_strict
TX-2026007335,doublon_strict
TX-2026088467,doublon_strict
TX-2026038223,doublon_strict
TX-2026058174,doublon_strict
TX-2026089550,doublon_strict
TX-2026004162,doublon_strict
TX-2026038539,doublon_strict
TX-2026069509,doublon_strict
TX-2026033888,doublon_strict
TX-2026038621,doublon_strict
TX-2026096587,doublon_strict
TX-2026010618,doublon_strict
TX-2026038357,doublon_strict
TX-2026042505,doublon_strict
TX-2026032807,doublon_strict
TX-2026056780,doublon_strict
TX-2026040368,doublon_strict
TX-2026032386,doublon_strict
TX-2026017773,doublon_strict
TX-2026061121,doublon_strict
